recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,treatment,uplift_score
3,2) $100 - $200,103.52,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
5,3) $200 - $350,297.29,1,0,Surburban,0,Multichannel,No E-Mail,1,0,0.0,0,0.02
6,3) $200 - $350,290.82,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0,1,0.02
2,3) $200 - $350,253.77,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
3,1) $0 - $100,32.89,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
7,3) $200 - $350,283.72,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
7,4) $350 - $500,448.59,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
3,3) $200 - $350,341.91,1,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
3,4) $350 - $500,488.89,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
10,2) $100 - $200,195.27,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,2) $100 - $200,126.31,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,248.52,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
5,1) $0 - $100,58.39,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,342.97,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0,1,0.02
1,3) $200 - $350,272.42,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,336.64,1,1,Urban,0,Multichannel,No E-Mail,1,0,0.0,0,0.02
4,3) $200 - $350,252.76,1,1,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
8,4) $350 - $500,356.29,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
10,3) $200 - $350,344.26,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
9,4) $350 - $500,357.45,1,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
8,2) $100 - $200,132.42,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,288.51,1,1,Urban,0,Phone,No E-Mail,1,0,0.0,0,0.02
1,4) $350 - $500,489.97,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
11,1) $0 - $100,44.98,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
3,1) $0 - $100,84.0,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
4,1) $0 - $100,40.74,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
3,3) $200 - $350,292.41,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
5,3) $200 - $350,252.8,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
3,1) $0 - $100,51.91,1,0,Urban,0,Web,No E-Mail,1,0,0.0,0,0.02
3,1) $0 - $100,92.68,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,240.09,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,2) $100 - $200,145.13,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
5,2) $100 - $200,194.65,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,4) $350 - $500,357.75,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
10,4) $350 - $500,458.95,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,1) $0 - $100,51.27,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
11,4) $350 - $500,378.57,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0,1,0.02
2,3) $200 - $350,208.64,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
3,4) $350 - $500,419.69,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
9,4) $350 - $500,491.91,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
7,4) $350 - $500,362.2,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
7,3) $200 - $350,328.61,1,0,Urban,0,Phone,No E-Mail,1,0,0.0,0,0.02
8,3) $200 - $350,321.25,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,301.59,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
4,1) $0 - $100,46.11,1,0,Rural,0,Phone,No E-Mail,1,0,0.0,0,0.02
4,2) $100 - $200,103.48,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,297.22,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,251.44,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
3,4) $350 - $500,354.66,0,1,Rural,0,Phone,Mens E-Mail,1,0,0.0,1,0.02
8,4) $350 - $500,366.91,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
1,1) $0 - $100,88.74,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
6,3) $200 - $350,200.48,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
7,4) $350 - $500,360.13,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,0.02
3,4) $350 - $500,371.52,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
6,3) $200 - $350,340.97,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,238.55,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
4,4) $350 - $500,379.15,1,0,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.02
4,2) $100 - $200,108.21,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.02
4,1) $0 - $100,40.94,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,0.02
2,1) $0 - $100,53.84,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.02
10,4) $350 - $500,430.84,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
12,4) $350 - $500,441.56,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,309.97,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
1,4) $350 - $500,360.96,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0,1,0.02
2,3) $200 - $350,205.99,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
9,3) $200 - $350,286.13,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
4,2) $100 - $200,167.68,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
6,3) $200 - $350,288.15,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
1,3) $200 - $350,341.1,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
4,2) $100 - $200,167.22,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
9,1) $0 - $100,93.62,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
5,4) $350 - $500,433.1,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
1,3) $200 - $350,240.71,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
10,3) $200 - $350,269.44,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
5,3) $200 - $350,228.51,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
2,4) $350 - $500,453.42,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
5,1) $0 - $100,36.87,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
4,4) $350 - $500,356.87,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,313.3,1,1,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.02
2,4) $350 - $500,350.25,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
5,4) $350 - $500,417.47,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
3,3) $200 - $350,349.84,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
5,2) $100 - $200,199.84,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
4,1) $0 - $100,74.09,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
6,1) $0 - $100,93.96,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.02
1,3) $200 - $350,251.57,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
4,4) $350 - $500,417.06,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
9,3) $200 - $350,216.4,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
2,3) $200 - $350,240.71,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,1) $0 - $100,50.85,1,0,Rural,0,Web,No E-Mail,1,0,0.0,0,0.02
3,4) $350 - $500,452.52,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
3,1) $0 - $100,30.54,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,284.82,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
10,4) $350 - $500,429.05,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.02
3,4) $350 - $500,390.84,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
9,4) $350 - $500,361.75,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
9,2) $100 - $200,152.66,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
6,1) $0 - $100,98.14,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
9,2) $100 - $200,100.37,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
8,1) $0 - $100,84.31,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
4,2) $100 - $200,115.56,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
2,3) $200 - $350,222.31,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
4,4) $350 - $500,485.46,1,1,Rural,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
5,2) $100 - $200,189.24,1,0,Surburban,0,Phone,No E-Mail,1,0,0.0,0,0.02
10,4) $350 - $500,363.83,1,0,Rural,0,Web,Mens E-Mail,1,0,0.0,1,0.02
9,3) $200 - $350,332.12,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
9,3) $200 - $350,213.49,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
9,3) $200 - $350,299.63,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
6,1) $0 - $100,94.22,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.02
3,3) $200 - $350,234.35,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0,1,0.02
6,3) $200 - $350,248.42,1,0,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.02
12,4) $350 - $500,374.2,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
2,1) $0 - $100,87.38,1,0,Urban,0,Web,No E-Mail,1,0,0.0,0,0.02
8,2) $100 - $200,130.92,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
2,2) $100 - $200,189.04,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
12,3) $200 - $350,259.77,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
2,3) $200 - $350,249.23,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
6,1) $0 - $100,92.45,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
7,2) $100 - $200,117.9,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,1) $0 - $100,89.58,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
4,1) $0 - $100,78.78,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
9,2) $100 - $200,147.81,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
2,4) $350 - $500,361.82,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
2,1) $0 - $100,45.03,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
5,2) $100 - $200,125.92,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
1,1) $0 - $100,31.5,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,300.25,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0,1,0.02
8,2) $100 - $200,106.17,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,347.47,0,1,Rural,0,Multichannel,No E-Mail,1,0,0.0,0,0.02
11,4) $350 - $500,440.25,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
7,3) $200 - $350,303.46,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
6,4) $350 - $500,475.96,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
6,3) $200 - $350,200.28,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
2,3) $200 - $350,213.54,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,250.04,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
7,3) $200 - $350,200.04,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
4,2) $100 - $200,114.43,1,0,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
10,4) $350 - $500,455.51,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,0.02
6,1) $0 - $100,95.1,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
4,4) $350 - $500,424.37,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.02
3,2) $100 - $200,159.1,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,252.86,0,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0,1,0.02
1,3) $200 - $350,236.5,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
2,1) $0 - $100,84.44,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
6,4) $350 - $500,390.46,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,254.61,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,1) $0 - $100,96.04,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
8,3) $200 - $350,341.63,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,3) $200 - $350,309.48,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,2) $100 - $200,171.76,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
7,3) $200 - $350,275.16,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.02
3,3) $200 - $350,238.94,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,2) $100 - $200,145.6,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
9,3) $200 - $350,287.48,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,3) $200 - $350,288.7,1,0,Surburban,0,Phone,No E-Mail,1,0,0.0,0,0.02
7,3) $200 - $350,224.62,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
2,3) $200 - $350,201.61,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
3,2) $100 - $200,167.02,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
4,4) $350 - $500,423.84,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
2,4) $350 - $500,491.58,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
7,3) $200 - $350,253.53,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,265.86,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
7,4) $350 - $500,461.03,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
7,4) $350 - $500,463.45,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
2,2) $100 - $200,188.92,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,4) $350 - $500,408.79,1,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,300.6,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0,1,0.02
10,3) $200 - $350,228.24,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
5,2) $100 - $200,189.68,1,0,Surburban,0,Phone,No E-Mail,1,0,0.0,0,0.02
10,2) $100 - $200,196.42,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
4,4) $350 - $500,357.95,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
9,3) $200 - $350,285.97,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
11,1) $0 - $100,44.11,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
2,3) $200 - $350,315.61,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,3) $200 - $350,344.97,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
10,3) $200 - $350,326.73,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
10,1) $0 - $100,36.44,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0,1,0.02
2,4) $350 - $500,379.57,1,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,333.98,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.02
7,4) $350 - $500,494.78,1,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
11,1) $0 - $100,36.0,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,303.92,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
4,4) $350 - $500,416.59,1,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
4,3) $200 - $350,341.12,1,1,Surburban,0,Web,No E-Mail,1,0,0.0,0,0.02
3,2) $100 - $200,150.81,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
1,3) $200 - $350,255.76,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.02
5,4) $350 - $500,396.25,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
11,3) $200 - $350,224.92,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
3,4) $350 - $500,405.57,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
2,4) $350 - $500,483.36,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
10,1) $0 - $100,36.29,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,218.08,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
3,1) $0 - $100,31.97,1,0,Urban,0,Web,No E-Mail,1,0,0.0,0,0.02
6,2) $100 - $200,173.02,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
9,3) $200 - $350,347.38,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
10,4) $350 - $500,353.0,0,1,Urban,0,Multichannel,Mens E-Mail,1,0,0.0,1,0.02
9,3) $200 - $350,317.42,0,1,Rural,0,Web,Mens E-Mail,1,0,0.0,1,0.02
9,2) $100 - $200,151.16,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
5,4) $350 - $500,451.42,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
2,1) $0 - $100,97.35,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
2,2) $100 - $200,125.48,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
9,3) $200 - $350,306.41,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,0,0.02
2,4) $350 - $500,378.63,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,288.73,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
6,1) $0 - $100,99.42,0,1,Surburban,0,Web,Mens E-Mail,1,0,0.0,1,0.02
4,4) $350 - $500,393.19,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,216.43,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0,0,0.02
1,4) $350 - $500,390.63,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
4,4) $350 - $500,420.8,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.02
4,4) $350 - $500,476.67,1,1,Surburban,0,Multichannel,No E-Mail,1,0,0.0,0,0.02
10,4) $350 - $500,363.24,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
1,4) $350 - $500,492.8,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
1,3) $200 - $350,260.1,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
2,4) $350 - $500,405.48,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
3,3) $200 - $350,291.43,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
4,3) $200 - $350,234.33,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,4) $350 - $500,408.7,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
2,3) $200 - $350,211.39,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,247.49,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
9,1) $0 - $100,84.4,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
12,3) $200 - $350,261.98,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
1,3) $200 - $350,275.96,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,296.97,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
10,2) $100 - $200,192.37,1,0,Rural,0,Web,No E-Mail,0,0,0.0,0,0.02
7,3) $200 - $350,202.92,1,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.02
3,3) $200 - $350,294.44,1,1,Surburban,0,Multichannel,No E-Mail,1,0,0.0,0,0.02
3,2) $100 - $200,144.66,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,2) $100 - $200,176.85,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,2) $100 - $200,180.05,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,342.95,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,282.37,1,1,Urban,0,Phone,Mens E-Mail,1,0,0.0,1,0.02
8,1) $0 - $100,94.41,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
6,2) $100 - $200,168.64,1,0,Surburban,0,Phone,No E-Mail,1,0,0.0,0,0.02
10,2) $100 - $200,182.5,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.02
12,1) $0 - $100,79.81,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.02
3,3) $200 - $350,305.25,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.02
10,2) $100 - $200,150.96,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,2) $100 - $200,126.79,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,1) $0 - $100,84.13,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,1) $0 - $100,80.53,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
1,4) $350 - $500,417.34,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,0.02
6,2) $100 - $200,177.56,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
6,3) $200 - $350,258.54,1,0,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
2,1) $0 - $100,98.12,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
3,2) $100 - $200,143.01,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
2,3) $200 - $350,228.93,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
10,3) $200 - $350,239.96,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
10,4) $350 - $500,352.23,1,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
3,4) $350 - $500,360.31,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
4,3) $200 - $350,339.24,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
4,2) $100 - $200,196.94,0,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
2,3) $200 - $350,238.01,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
1,4) $350 - $500,417.83,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
6,4) $350 - $500,387.44,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
1,1) $0 - $100,45.57,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
3,2) $100 - $200,150.25,0,1,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
9,2) $100 - $200,145.82,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,1,0.02
2,4) $350 - $500,381.73,1,1,Urban,0,Web,No E-Mail,0,0,0.0,0,0.02
1,2) $100 - $200,127.04,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
1,2) $100 - $200,126.18,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,0,0.02
6,4) $350 - $500,429.65,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,1,0.02
2,4) $350 - $500,389.86,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
1,3) $200 - $350,336.12,0,1,Rural,0,Web,No E-Mail,0,0,0.0,0,0.02
5,1) $0 - $100,99.55,1,0,Rural,0,Phone,Mens E-Mail,1,0,0.0,1,0.02
2,3) $200 - $350,259.72,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
9,4) $350 - $500,444.97,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,0,0.02
6,1) $0 - $100,60.94,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,0,0.02
4,4) $350 - $500,354.87,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0,1,0.02
4,2) $100 - $200,116.37,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0,1,0.02
3,4) $350 - $500,389.93,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,0,0.02
6,2) $100 - $200,167.21,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,1,0.02
10,3) $200 - $350,200.34,1,1,Urban,0,Web,Mens E-Mail,1,0,0.0,1,0.02
1,2) $100 - $200,174.21,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,1,0.02
