recency,history,zip_code,channel,newbie,uplift_score
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
9,29.99,Urban,Web,1,0.05218738621151403
1,133.17,Rural,Phone,1,0.05
5,153.23,Rural,Web,1,0.05
4,432.66,Surburban,Phone,0,0.05
11,1011.34,Surburban,Phone,1,0.05
2,1013.3,Surburban,Multichannel,1,0.05
3,642.18,Urban,Phone,1,0.05
4,30.97,Surburban,Phone,0,0.05
2,1030.78,Surburban,Web,1,0.05
1,584.87,Urban,Web,1,0.05
12,87.82,Urban,Web,0,0.05
5,458.37,Surburban,Web,0,0.05
9,199.18,Surburban,Web,0,0.05
3,94.75,Urban,Phone,1,0.05
10,43.84,Surburban,Web,0,0.05
10,124.17,Surburban,Web,0,0.05
7,133.02,Surburban,Web,0,0.05
9,267.52,Surburban,Web,1,0.05
10,124.62,Surburban,Web,0,0.05
10,100.42,Rural,Web,0,0.05
8,148.8,Surburban,Web,1,0.05
12,385.02,Surburban,Multichannel,0,0.05
11,198.39,Surburban,Web,0,0.05
7,158.18,Surburban,Phone,0,0.05
1,730.17,Surburban,Web,1,0.05
2,732.13,Urban,Multichannel,1,0.05
1,631.24,Urban,Web,1,0.05
3,325.84,Urban,Phone,0,0.05
5,815.62,Rural,Multichannel,1,0.05
1,132.97,Rural,Phone,1,0.05
1,49.76,Surburban,Phone,1,0.05
2,566.15,Surburban,Multichannel,1,0.05
3,39.17,Surburban,Web,1,0.05
2,488.27,Urban,Multichannel,0,0.05
8,164.75,Urban,Phone,1,0.05
2,1632.75,Urban,Web,1,0.05
7,311.57,Rural,Web,0,0.05
1,138.65,Rural,Phone,1,0.05
1,40.08,Surburban,Phone,0,0.05
11,154.33,Rural,Phone,0,0.05
9,43.39,Rural,Web,1,0.05
4,32.13,Surburban,Phone,0,0.05
10,103.48,Rural,Web,0,0.05
1,385.9,Rural,Phone,0,0.05
3,746.12,Urban,Multichannel,1,0.05
2,184.31,Surburban,Phone,0,0.05
9,254.68,Urban,Phone,1,0.05
5,39.27,Surburban,Web,1,0.05
6,206.94,Rural,Web,0,0.05
11,103.05,Urban,Web,0,0.05
5,372.62,Urban,Multichannel,1,0.05
2,81.45,Surburban,Phone,0,0.05
1,78.19,Urban,Phone,1,0.05
11,290.48,Surburban,Web,1,0.05
10,109.0,Urban,Web,0,0.05
5,550.72,Urban,Multichannel,1,0.05
1,82.81,Surburban,Phone,0,0.05
11,103.05,Urban,Web,0,0.05
3,185.22,Surburban,Phone,0,0.05
1,946.76,Surburban,Phone,1,0.05
1,487.37,Urban,Multichannel,0,0.05
6,189.26,Surburban,Web,0,0.05
1,944.28,Surburban,Phone,1,0.05
8,548.64,Urban,Multichannel,1,0.05
12,95.43,Urban,Phone,0,0.05
10,109.53,Rural,Web,1,0.05
4,637.71,Urban,Phone,1,0.05
6,169.31,Surburban,Web,0,0.05
1,40.02,Surburban,Phone,0,0.05
7,153.65,Urban,Phone,0,0.05
1,100.43,Surburban,Web,1,0.05
8,145.49,Surburban,Web,1,0.05
1,1035.1,Urban,Multichannel,1,0.05
9,333.18,Urban,Phone,0,0.05
1,1029.41,Surburban,Multichannel,1,0.05
1,527.55,Urban,Multichannel,1,0.05
1,1937.04,Urban,Multichannel,1,0.05
5,196.94,Urban,Web,1,0.05
7,267.54,Surburban,Multichannel,0,0.05
10,168.54,Rural,Web,0,0.05
4,964.13,Surburban,Multichannel,1,0.05
1,493.48,Surburban,Multichannel,1,0.05
2,747.64,Rural,Multichannel,1,0.05
6,138.54,Rural,Phone,0,0.05
3,553.74,Urban,Web,1,0.05
1,70.55,Surburban,Web,1,0.05
10,87.99,Urban,Web,0,0.05
9,1011.48,Urban,Multichannel,1,0.05
3,548.94,Surburban,Multichannel,1,0.05
2,678.04,Urban,Phone,1,0.05
10,133.24,Surburban,Web,1,0.05
1,380.75,Rural,Phone,0,0.05
5,191.14,Urban,Web,1,0.05
5,158.8,Urban,Web,1,0.05
12,35.19,Surburban,Web,0,0.05
9,34.89,Rural,Phone,1,0.05
2,71.84,Surburban,Web,1,0.05
9,593.41,Rural,Phone,1,0.05
10,183.04,Surburban,Web,0,0.05
6,153.0,Urban,Web,1,0.05
6,136.26,Rural,Phone,0,0.05
8,1020.1,Urban,Multichannel,1,0.05
2,1015.21,Urban,Web,1,0.05
10,133.05,Surburban,Web,1,0.05
3,297.74,Urban,Phone,0,0.05
2,249.3,Urban,Phone,0,0.05
10,210.26,Surburban,Phone,1,0.05
7,74.12,Urban,Phone,0,0.05
11,195.15,Rural,Web,0,0.05
1,138.33,Rural,Phone,1,0.05
8,425.07,Urban,Multichannel,0,0.05
2,679.07,Urban,Phone,1,0.05
1,1189.1,Rural,Phone,1,0.05
2,554.67,Urban,Web,1,0.05
8,199.63,Urban,Web,0,0.05
1,528.79,Surburban,Phone,1,0.05
1,748.82,Urban,Multichannel,1,0.05
1,185.54,Rural,Phone,1,0.05
1,82.61,Urban,Web,0,0.05
6,34.67,Urban,Phone,1,0.05
5,642.23,Urban,Multichannel,1,0.05
10,108.54,Urban,Web,0,0.05
1,34.85,Urban,Phone,1,0.05
12,136.51,Surburban,Web,1,0.05
11,371.84,Urban,Multichannel,0,0.05
6,195.05,Surburban,Web,0,0.05
9,198.23,Surburban,Web,0,0.05
3,1273.41,Urban,Phone,1,0.05
8,365.07,Urban,Multichannel,1,0.05
3,882.17,Surburban,Phone,1,0.05
5,210.92,Rural,Web,1,0.05
1,110.64,Rural,Web,1,0.05
9,130.25,Surburban,Phone,0,0.05
4,139.76,Surburban,Web,1,0.05
11,549.32,Rural,Multichannel,1,0.05
1,661.68,Surburban,Multichannel,1,0.05
1,528.6,Urban,Multichannel,1,0.05
1,1037.99,Surburban,Multichannel,1,0.05
4,249.16,Urban,Phone,0,0.05
10,152.35,Rural,Phone,0,0.05
4,97.03,Urban,Phone,0,0.05
12,351.06,Urban,Web,0,0.05
1,87.53,Surburban,Phone,0,0.05
11,58.32,Rural,Phone,0,0.05
1,528.08,Surburban,Phone,1,0.05
10,138.32,Surburban,Web,1,0.05
10,333.06,Urban,Phone,0,0.05
1,82.09,Surburban,Phone,0,0.05
2,730.13,Urban,Multichannel,1,0.05
3,185.27,Urban,Phone,1,0.05
9,848.31,Urban,Multichannel,1,0.05
2,557.85,Urban,Web,1,0.05
6,110.14,Surburban,Web,1,0.05
1,513.74,Rural,Phone,1,0.05
9,285.41,Urban,Multichannel,0,0.05
11,56.46,Rural,Phone,1,0.05
5,34.8,Urban,Phone,1,0.05
9,951.45,Surburban,Phone,1,0.05
9,131.55,Surburban,Phone,0,0.05
9,128.14,Surburban,Web,0,0.05
6,40.7,Rural,Web,1,0.05
1,640.07,Urban,Web,1,0.05
1,87.3,Surburban,Phone,0,0.05
9,133.01,Surburban,Phone,0,0.05
8,149.39,Surburban,Web,1,0.05
3,771.98,Urban,Multichannel,1,0.05
1,382.04,Surburban,Web,0,0.05
1,82.46,Surburban,Phone,0,0.05
11,109.97,Rural,Web,1,0.05
1,210.21,Surburban,Multichannel,0,0.05
1,169.8,Surburban,Web,1,0.05
4,31.99,Surburban,Phone,0,0.05
1,284.63,Surburban,Web,0,0.05
6,846.56,Urban,Multichannel,1,0.05
1,525.73,Surburban,Phone,1,0.05
1,132.64,Rural,Phone,1,0.05
11,288.92,Urban,Phone,0,0.05
3,1047.96,Urban,Web,1,0.05
1,82.66,Urban,Web,0,0.05
6,110.31,Surburban,Web,1,0.05
9,132.06,Surburban,Phone,0,0.05
4,73.43,Surburban,Web,0,0.05
3,569.96,Urban,Web,1,0.05
1,813.13,Rural,Web,1,0.05
12,169.94,Urban,Phone,0,0.05
3,33.91,Urban,Web,1,0.05
5,462.25,Surburban,Web,0,0.05
11,509.0,Urban,Web,1,0.05
2,55.79,Urban,Phone,1,0.05
5,550.8,Urban,Multichannel,1,0.05
5,187.96,Rural,Web,1,0.05
4,1017.67,Surburban,Multichannel,1,0.05
10,350.58,Urban,Web,0,0.049999999999999996
7,350.22,Urban,Web,0,0.049999999999999996
3,282.29,Surburban,Phone,0,0.049999999999999996
1,102.53,Surburban,Web,1,0.049999999999999996
2,312.37,Rural,Web,0,0.049999999999999996
2,57.53,Urban,Phone,1,0.049999999999999996
8,407.57,Rural,Multichannel,0,0.049999999999999996
9,202.99,Rural,Multichannel,0,0.049999999999999996
3,31.59,Urban,Phone,1,0.04956332481812022
9,202.33,Rural,Phone,0,0.04000000000000001
2,1533.26,Rural,Multichannel,1,0.04
1,524.81,Rural,Phone,1,0.04
11,158.23,Rural,Web,0,0.04
4,210.56,Urban,Web,1,0.04
1,43.53,Surburban,Phone,0,0.04
7,370.57,Rural,Web,0,0.04
12,222.44,Urban,Phone,1,0.04
2,428.38,Surburban,Phone,0,0.04
11,162.83,Surburban,Web,0,0.04
11,433.84,Surburban,Phone,1,0.04
2,382.97,Rural,Phone,1,0.04
4,186.1,Surburban,Phone,1,0.04
12,55.03,Rural,Phone,0,0.04
2,46.05,Surburban,Web,0,0.04
8,1171.63,Surburban,Phone,1,0.04
2,483.92,Surburban,Web,0,0.04
1,101.44,Surburban,Phone,0,0.04
3,144.75,Urban,Phone,0,0.04
6,200.59,Rural,Web,0,0.04
8,1190.1,Surburban,Phone,1,0.04
1,67.34,Rural,Web,0,0.04
8,472.32,Rural,Multichannel,0,0.04
1,60.03,Urban,Web,1,0.04
4,384.69,Surburban,Web,0,0.04
3,162.97,Surburban,Phone,0,0.04
5,109.54,Rural,Phone,0,0.04
8,364.01,Urban,Web,0,0.04
6,184.9,Surburban,Phone,0,0.04
12,291.07,Rural,Web,0,0.04
9,446.57,Rural,Phone,0,0.04
6,507.05,Urban,Web,1,0.04
1,623.35,Urban,Phone,1,0.04
7,550.83,Rural,Phone,1,0.04
10,254.34,Urban,Phone,0,0.04
12,88.94,Urban,Web,0,0.04
3,197.51,Surburban,Web,1,0.04
12,208.12,Surburban,Phone,0,0.04
1,200.26,Surburban,Multichannel,0,0.04
5,1005.12,Surburban,Web,1,0.04
1,541.53,Surburban,Web,1,0.04
1,166.64,Surburban,Web,1,0.04
2,737.07,Urban,Multichannel,1,0.04
1,247.02,Urban,Multichannel,0,0.04
1,240.5,Urban,Web,0,0.04
3,392.96,Surburban,Multichannel,0,0.04
1,203.84,Surburban,Web,0,0.04
1,285.03,Urban,Web,1,0.04
2,405.67,Surburban,Web,0,0.04
11,364.98,Urban,Web,0,0.04
8,284.5,Surburban,Multichannel,1,0.04
11,178.3,Surburban,Web,0,0.04
10,365.88,Rural,Web,1,0.04
10,145.12,Rural,Phone,0,0.04
2,1116.82,Urban,Phone,1,0.04
4,430.36,Surburban,Multichannel,0,0.04
5,192.97,Rural,Web,1,0.04
6,226.48,Rural,Web,0,0.04
5,185.94,Urban,Web,1,0.04
10,92.13,Rural,Web,1,0.04
1,88.04,Surburban,Phone,0,0.04
6,290.33,Urban,Phone,0,0.04
9,516.99,Urban,Phone,1,0.04
2,74.51,Surburban,Phone,1,0.04
6,196.56,Surburban,Web,0,0.04
1,3040.2,Urban,Web,1,0.04
1,1248.76,Rural,Phone,1,0.04
1,168.14,Surburban,Web,1,0.04
8,294.2,Rural,Web,0,0.04
4,341.63,Urban,Phone,0,0.04
9,34.71,Surburban,Web,1,0.04
8,716.66,Surburban,Multichannel,1,0.04
10,633.1,Urban,Phone,1,0.04
2,83.91,Rural,Web,0,0.04
5,189.26,Urban,Web,1,0.04
9,127.99,Rural,Phone,0,0.04
4,880.91,Urban,Web,1,0.04
3,1049.74,Urban,Web,1,0.04
10,110.29,Urban,Web,0,0.04
1,67.15,Rural,Web,0,0.04
6,87.39,Urban,Web,1,0.04
1,43.03,Surburban,Phone,0,0.04
4,44.89,Rural,Web,0,0.04
9,104.92,Urban,Web,0,0.04
9,42.44,Surburban,Web,0,0.04
12,88.38,Urban,Phone,0,0.04
2,334.05,Urban,Phone,1,0.04
6,30.96,Urban,Phone,1,0.04
9,138.2,Surburban,Web,1,0.04
5,222.07,Surburban,Phone,0,0.04
2,186.89,Surburban,Phone,0,0.04
2,141.22,Rural,Phone,0,0.04
7,436.93,Rural,Multichannel,1,0.04
9,429.06,Urban,Multichannel,0,0.04
5,814.49,Urban,Web,1,0.04
8,265.44,Surburban,Multichannel,1,0.04
1,1501.02,Surburban,Multichannel,1,0.04
5,43.75,Surburban,Web,1,0.04
5,115.7,Rural,Phone,0,0.04
1,43.3,Surburban,Phone,0,0.04
9,75.93,Urban,Phone,0,0.04
9,402.46,Urban,Multichannel,0,0.04
10,92.46,Urban,Phone,0,0.04
4,529.82,Surburban,Phone,1,0.04
1,167.55,Surburban,Web,1,0.04
12,151.95,Rural,Web,0,0.04
10,167.66,Surburban,Web,0,0.04
3,50.02,Rural,Web,0,0.04
4,165.22,Urban,Phone,1,0.04
1,1068.73,Rural,Web,1,0.04
1,540.62,Surburban,Web,1,0.04
2,1007.24,Rural,Web,1,0.04
1,42.67,Surburban,Phone,0,0.04
2,741.16,Urban,Multichannel,1,0.04
9,283.04,Surburban,Web,0,0.04
5,393.04,Surburban,Multichannel,0,0.04
7,160.01,Urban,Web,0,0.04
1,277.06,Urban,Web,1,0.04
1,417.98,Urban,Multichannel,0,0.04
4,48.83,Rural,Web,0,0.04
1,1761.53,Surburban,Multichannel,1,0.04
8,1025.31,Surburban,Web,1,0.04
9,57.01,Urban,Web,0,0.04
2,637.77,Urban,Multichannel,1,0.04
2,157.8,Surburban,Phone,0,0.04
3,721.78,Urban,Multichannel,1,0.04
8,153.85,Urban,Phone,0,0.04
4,328.59,Urban,Phone,0,0.04
8,198.54,Surburban,Web,0,0.04
6,524.73,Surburban,Phone,1,0.04
10,92.29,Urban,Web,0,0.04
12,266.19,Surburban,Multichannel,1,0.04
1,486.85,Urban,Multichannel,1,0.04
11,1319.72,Rural,Web,1,0.04
9,404.03,Urban,Multichannel,0,0.04
1,178.31,Surburban,Phone,0,0.04
6,749.72,Surburban,Web,1,0.04
11,170.23,Rural,Phone,0,0.04
2,47.65,Surburban,Web,0,0.04
4,344.22,Urban,Phone,0,0.04
1,280.93,Urban,Web,1,0.04
3,759.82,Surburban,Phone,1,0.04
3,1118.58,Rural,Phone,1,0.04
11,94.11,Urban,Phone,1,0.04
8,281.94,Surburban,Multichannel,0,0.04
1,259.43,Urban,Phone,0,0.04
9,436.26,Rural,Phone,0,0.04
2,236.1,Urban,Web,1,0.04
2,334.64,Urban,Phone,0,0.04
9,57.05,Urban,Web,0,0.04
4,1378.95,Surburban,Multichannel,1,0.04
12,286.35,Urban,Phone,1,0.04
11,169.04,Surburban,Web,1,0.04
5,115.89,Rural,Phone,0,0.04
4,434.06,Surburban,Multichannel,0,0.04
2,186.89,Surburban,Phone,0,0.04
2,175.92,Rural,Phone,0,0.04
2,642.32,Surburban,Multichannel,1,0.04
7,268.86,Surburban,Phone,0,0.04
1,1574.02,Rural,Phone,1,0.04
6,444.75,Surburban,Phone,0,0.04
1,539.96,Surburban,Web,1,0.04
5,1024.78,Surburban,Web,1,0.04
11,215.38,Rural,Phone,0,0.04
3,851.56,Rural,Web,1,0.04
3,585.36,Surburban,Multichannel,1,0.04
5,524.97,Surburban,Phone,1,0.04
12,229.38,Urban,Phone,0,0.04
8,371.78,Urban,Multichannel,0,0.04
1,672.69,Urban,Multichannel,1,0.04
11,482.18,Surburban,Multichannel,0,0.04
5,467.83,Surburban,Web,0,0.04
12,57.68,Urban,Phone,0,0.04
7,1395.8,Surburban,Phone,1,0.04
1,63.51,Rural,Web,1,0.04
9,283.25,Surburban,Web,0,0.04
12,157.47,Rural,Phone,0,0.04
1,60.56,Surburban,Web,0,0.04
1,621.22,Urban,Phone,1,0.04
1,607.69,Rural,Web,1,0.04
9,283.23,Urban,Phone,0,0.04
11,371.86,Rural,Phone,0,0.04
7,289.15,Urban,Multichannel,0,0.04
9,203.83,Urban,Phone,0,0.04
12,126.27,Surburban,Web,1,0.04
12,215.7,Rural,Multichannel,0,0.04
8,267.59,Surburban,Multichannel,1,0.04
10,384.6,Rural,Multichannel,1,0.04
1,912.63,Surburban,Multichannel,1,0.04
7,295.16,Urban,Phone,0,0.04
2,644.62,Surburban,Multichannel,1,0.04
12,146.73,Surburban,Web,0,0.04
11,1085.95,Urban,Phone,1,0.04
9,258.26,Urban,Multichannel,0,0.04
2,289.44,Surburban,Multichannel,0,0.04
2,1039.48,Urban,Phone,1,0.04
8,36.36,Surburban,Web,0,0.04
3,365.47,Surburban,Multichannel,0,0.04
10,134.75,Surburban,Web,0,0.04
1,548.15,Urban,Multichannel,1,0.04
2,532.61,Rural,Web,1,0.04
1,748.18,Urban,Multichannel,1,0.04
4,746.79,Urban,Multichannel,1,0.04
10,109.52,Urban,Web,0,0.04
2,87.63,Urban,Web,1,0.04
12,105.2,Surburban,Web,1,0.04
9,257.13,Urban,Multichannel,0,0.04
12,89.49,Urban,Web,0,0.04
11,107.63,Urban,Web,0,0.04
1,245.18,Urban,Multichannel,1,0.04
3,547.86,Urban,Multichannel,1,0.04
12,88.86,Urban,Web,0,0.04
1,503.96,Urban,Web,1,0.04
6,1114.58,Rural,Multichannel,1,0.04
2,229.85,Urban,Web,1,0.04
4,291.54,Urban,Phone,0,0.04
2,533.32,Rural,Web,1,0.04
1,1215.3,Surburban,Web,1,0.04
6,1061.48,Urban,Multichannel,1,0.04
2,952.79,Surburban,Multichannel,1,0.04
12,213.65,Rural,Phone,0,0.04
1,65.91,Surburban,Web,0,0.04
9,441.96,Urban,Multichannel,0,0.04
4,323.56,Urban,Phone,0,0.04
1,96.38,Urban,Phone,1,0.04
8,287.56,Urban,Phone,1,0.04
11,153.14,Surburban,Web,1,0.04
11,211.35,Rural,Web,1,0.04
1,202.32,Surburban,Phone,0,0.04
1,1373.3,Surburban,Web,1,0.04
11,162.44,Surburban,Web,0,0.04
4,934.39,Surburban,Phone,1,0.04
1,201.01,Surburban,Multichannel,0,0.04
10,105.8,Urban,Web,1,0.04
12,30.74,Urban,Phone,0,0.04
1,78.52,Urban,Web,1,0.04
11,102.5,Urban,Web,0,0.04
6,1042.3,Rural,Web,1,0.04
10,167.9,Surburban,Web,0,0.04
2,430.04,Surburban,Phone,0,0.04
1,83.56,Urban,Web,1,0.04
3,75.97,Rural,Phone,0,0.04
5,196.06,Urban,Web,1,0.04
1,2746.17,Urban,Web,1,0.04
2,157.72,Surburban,Phone,0,0.04
11,153.16,Surburban,Web,1,0.04
5,179.11,Urban,Phone,1,0.04
6,31.53,Surburban,Phone,1,0.04
4,345.57,Urban,Phone,0,0.04
7,210.88,Surburban,Phone,1,0.04
3,106.18,Urban,Web,0,0.04
12,287.83,Urban,Multichannel,1,0.04
1,152.64,Rural,Web,1,0.04
12,34.96,Urban,Phone,0,0.04
1,210.88,Rural,Web,1,0.04
10,483.08,Rural,Multichannel,1,0.04
11,95.4,Urban,Web,0,0.04
9,440.98,Urban,Multichannel,0,0.04
5,169.07,Surburban,Web,0,0.04
12,145.51,Surburban,Web,0,0.04
2,184.91,Rural,Phone,1,0.04
10,361.8,Rural,Web,0,0.039999999999999994
4,84.75,Rural,Web,0,0.039999999999999994
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
10,29.99,Surburban,Phone,0,0.03865274201102318
4,31.19,Urban,Web,0,0.03826912969211731
2,33.13,Urban,Phone,0,0.0377370091041009
4,30.93,Urban,Phone,1,0.03597630147630148
6,30.55,Surburban,Phone,0,0.03549141952818423
11,36.0,Urban,Web,0,0.035227994227994226
1,30.01,Urban,Web,1,0.033586691086691094
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
10,29.99,Urban,Phone,1,0.03222390021877473
2,281.2,Surburban,Multichannel,1,0.030000000000000006
9,196.92,Rural,Web,0,0.030000000000000002
10,563.12,Surburban,Multichannel,1,0.03
11,131.66,Surburban,Web,0,0.03
1,625.65,Urban,Web,1,0.03
7,273.52,Urban,Phone,0,0.03
2,468.98,Surburban,Web,0,0.03
6,51.65,Surburban,Web,0,0.03
9,32.71,Surburban,Web,0,0.03
4,49.1,Urban,Phone,1,0.03
1,609.5,Urban,Web,1,0.03
5,523.99,Surburban,Web,1,0.03
2,952.61,Rural,Multichannel,1,0.03
11,147.71,Rural,Web,0,0.03
7,1057.69,Urban,Multichannel,1,0.03
7,562.62,Surburban,Multichannel,1,0.03
1,778.21,Urban,Multichannel,1,0.03
10,106.43,Surburban,Web,0,0.03
2,964.89,Surburban,Phone,1,0.03
4,561.82,Urban,Multichannel,1,0.03
1,39.89,Surburban,Phone,0,0.03
10,259.67,Surburban,Web,1,0.03
6,136.72,Surburban,Web,1,0.03
3,510.24,Surburban,Phone,1,0.03
8,185.73,Surburban,Phone,1,0.03
5,364.35,Rural,Multichannel,1,0.03
4,423.36,Surburban,Phone,0,0.03
1,273.26,Rural,Multichannel,1,0.03
7,626.28,Urban,Web,1,0.03
1,432.43,Urban,Multichannel,0,0.03
7,109.03,Surburban,Web,1,0.03
3,274.84,Urban,Web,1,0.03
10,1528.49,Urban,Web,1,0.03
4,83.73,Urban,Web,0,0.03
10,78.64,Surburban,Phone,1,0.03
2,183.25,Surburban,Phone,1,0.03
3,1032.42,Urban,Multichannel,1,0.03
3,506.29,Urban,Web,1,0.03
7,141.68,Urban,Phone,1,0.03
5,495.9,Rural,Multichannel,0,0.03
7,80.67,Urban,Web,1,0.03
4,43.43,Surburban,Web,1,0.03
2,51.73,Rural,Phone,1,0.03
11,149.34,Rural,Web,0,0.03
6,41.13,Surburban,Phone,0,0.03
1,954.8,Urban,Multichannel,1,0.03
1,234.36,Urban,Web,0,0.03
10,202.61,Urban,Phone,0,0.03
7,1317.09,Surburban,Phone,1,0.03
1,265.96,Urban,Web,1,0.03
2,533.84,Urban,Phone,1,0.03
10,60.33,Surburban,Web,1,0.03
7,81.61,Urban,Web,1,0.03
11,174.25,Rural,Web,1,0.03
6,81.38,Urban,Phone,0,0.03
12,258.39,Urban,Phone,0,0.03
9,138.4,Surburban,Web,1,0.03
9,378.89,Urban,Web,0,0.03
12,280.68,Rural,Multichannel,1,0.03
1,586.33,Urban,Web,1,0.03
12,435.06,Rural,Web,0,0.03
9,78.42,Surburban,Web,0,0.03
1,553.55,Urban,Phone,1,0.03
5,191.86,Urban,Web,0,0.03
3,245.18,Surburban,Phone,0,0.03
7,36.07,Surburban,Web,0,0.03
1,178.95,Urban,Phone,0,0.03
1,836.15,Urban,Web,1,0.03
8,31.5,Surburban,Phone,0,0.03
2,613.07,Urban,Phone,1,0.03
2,922.01,Surburban,Multichannel,1,0.03
1,486.64,Urban,Web,0,0.03
1,266.08,Urban,Web,1,0.03
3,54.13,Rural,Web,0,0.03
1,1117.68,Urban,Phone,1,0.03
8,109.05,Surburban,Web,1,0.03
1,571.5,Urban,Web,1,0.03
1,37.16,Surburban,Phone,0,0.03
